"A-1 NUMBER OF VILLAGES, TOWNS, HOUSEHOLDS, POPULATION AND AREA",,,,,,,,,,,,,,
State  Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",Number of villages,,Number of towns,Number of households,Population,,,"Area
 (In sq. km)",Population per sq. km.
,,,,,,Inhabited,Uninhabited,,,Persons,Males,Females,,
08,099,00459,SUB-DISTRICT,Sadulshahar,Total,201,11,2,"30,603","1,58,473","84,792","73,681",775.42,204
08,099,00459,SUB-DISTRICT,Sadulshahar,Rural,201,11,0,"23,427","1,22,132","65,670","56,462",771.43,158
08,099,00459,SUB-DISTRICT,Sadulshahar,Urban,0,0,2,"7,176","36,341","19,122","17,219",3.99,"9,108"
08,099,00460,SUB-DISTRICT,Padampur,Total,242,5,2,"31,719","1,62,718","85,464","77,254",856.87,190
08,099,00460,SUB-DISTRICT,Padampur,Rural,242,5,0,"26,076","1,34,303","70,486","63,817",848.41,158
08,099,00460,SUB-DISTRICT,Padampur,Urban,0,0,2,"5,643","28,415","14,978","13,437",8.46,"3,359"
08,099,00461,SUB-DISTRICT,Raisinghnagar,Total,378,29,1,"37,854","1,96,455","1,02,938","93,517",1326.38,148
08,099,00461,SUB-DISTRICT,Raisinghnagar,Rural,378,29,0,"32,263","1,68,125","87,853","80,272",1322.02,127
08,099,00461,SUB-DISTRICT,Raisinghnagar,Urban,0,0,1,"5,591","28,330","15,085","13,245",4.36,"6,498"
08,099,00462,SUB-DISTRICT,Anupgarh,Total,398,25,1,"36,488","1,84,423","97,064","87,359",1160.10,159
08,099,00462,SUB-DISTRICT,Anupgarh,Rural,398,25,0,"30,301","1,53,546","80,721","72,825",1155.42,133
08,099,00462,SUB-DISTRICT,Anupgarh,Urban,0,0,1,"6,187","30,877","16,343","14,534",4.68,"6,598"
08,099,00463,SUB-DISTRICT,Gharsana,Total,426,6,3,"34,350","1,71,830","90,800","81,030",1382.40,124
08,099,00463,SUB-DISTRICT,Gharsana,Rural,426,6,0,"28,175","1,41,840","74,925","66,915",1367.90,104
08,099,00463,SUB-DISTRICT,Gharsana,Urban,0,0,3,"6,175","29,990","15,875","14,115",14.50,"2,068"
08,099,00464,SUB-DISTRICT,Vijainagar,Total,265,11,2,"28,721","1,45,770","76,960","68,810",845.08,172
08,099,00464,SUB-DISTRICT,Vijainagar,Rural,265,11,0,"23,547","1,20,048","63,482","56,566",839.83,143
08,099,00464,SUB-DISTRICT,Vijainagar,Urban,0,0,2,"5,174","25,722","13,478","12,244",5.25,"4,899"
08,099,00465,SUB-DISTRICT,Suratgarh,Total,441,29,1,"59,861","3,20,981","1,71,312","1,49,669",2814.75,114
08,099,00465,SUB-DISTRICT,Suratgarh,Rural,441,29,0,"46,001","2,50,445","1,34,186","1,16,259",2803.75,89
08,099,00465,SUB-DISTRICT,Suratgarh,Urban,0,0,1,"13,860","70,536","37,126","33,410",11.00,"6,412"
08,100,00000,DISTRICT,Hanumangarh,Total,"1,831",76,6,"3,36,192","17,74,692","9,31,184","8,43,508",9656.00,184
08,100,00000,DISTRICT,Hanumangarh,Rural,"1,831",76,0,"2,68,362","14,24,228","7,46,887","6,77,341",9582.26,149
08,100,00000,DISTRICT,Hanumangarh,Urban,0,0,6,"67,830","3,50,464","1,84,297","1,66,167",73.74,"4,753"
08,100,00466,SUB-DISTRICT,Sangaria,Total,184,3,1,"30,730","1,59,143","83,738","75,405",651.24,244
08,100,00466,SUB-DISTRICT,Sangaria,Rural,184,3,0,"23,334","1,22,524","64,424","58,100",645.39,190
08,100,00466,SUB-DISTRICT,Sangaria,Urban,0,0,1,"7,396","36,619","19,314","17,305",5.85,"6,260"
08,100,00467,SUB-DISTRICT,Tibi,Total,247,7,0,"31,401","1,65,217","86,128","79,089",740.66,223
08,100,00467,SUB-DISTRICT,Tibi,Rural,247,7,0,"31,401","1,65,217","86,128","79,089",740.66,223
08,100,00467,SUB-DISTRICT,Tibi,Urban,0,0,0,0,0,0,0,0.00,0
08,100,00468,SUB-DISTRICT,Hanumangarh,Total,392,12,1,"81,528","4,24,619","2,23,384","2,01,235",1216.07,349
08,100,00468,SUB-DISTRICT,Hanumangarh,Rural,392,12,0,"51,506","2,73,661","1,43,675","1,29,986",1202.65,228
08,100,00468,SUB-DISTRICT,Hanumangarh,Urban,0,0,1,"30,022","1,50,958","79,709","71,249",13.42,"11,249"
08,100,00469,SUB-DISTRICT,Pilibanga,Total,291,16,1,"41,133","2,15,715","1,13,603","1,02,112",1007.66,214
08,100,00469,SUB-DISTRICT,Pilibanga,Rural,291,16,0,"33,781","1,78,427","93,906","84,521",978.13,182
08,100,00469,SUB-DISTRICT,Pilibanga,Urban,0,0,1,"7,352","37,288","19,697","17,591",29.53,"1,263"
08,100,00470,SUB-DISTRICT,Rawatsar,Total,306,11,1,"37,254","2,05,093","1,07,120","97,973",1866.90,110
08,100,00470,SUB-DISTRICT,Rawatsar,Rural,306,11,0,"30,516","1,69,991","88,812","81,179",1860.46,91
08,100,00470,SUB-DISTRICT,Rawatsar,Urban,0,0,1,"6,738","35,102","18,308","16,794",6.44,"5,451"
08,100,00471,SUB-DISTRICT,Nohar,Total,208,15,1,"58,531","3,14,587","1,65,145","1,49,442",2450.92,128
08,100,00471,SUB-DISTRICT,Nohar,Rural,208,15,0,"49,292","2,64,752","1,39,091","1,25,661",2441.92,108
08,100,00471,SUB-DISTRICT,Nohar,Urban,0,0,1,"9,239","49,835","26,054","23,781",9.00,"5,537"
08,100,00472,SUB-DISTRICT,Bhadra,Total,203,12,1,"55,615","2,90,318","1,52,066","1,38,252",1722.55,169
08,100,00472,SUB-DISTRICT,Bhadra,Rural,203,12,0,"48,532","2,49,656","1,30,851","1,18,805",1713.05,146
08,100,00472,SUB-DISTRICT,Bhadra,Urban,0,0,1,"7,083","40,662","21,215","19,447",9.50,"4,280"
08,101,00000,DISTRICT,Bikaner,Total,857,62,6,"3,84,944","23,63,937","12,40,801","11,23,136",30239.00,78
08,101,00000,DISTRICT,Bikaner,Rural,857,62,0,"2,44,971","15,63,553","8,21,434","7,42,119",30028.81,52
08,101,00000,DISTRICT,Bikaner,Urban,0,0,6,"1,39,973","8,00,384","4,19,367","3,81,017",210.19,"3,808"
08,101,00473,SUB-DISTRICT,Bikaner,Total,108,17,2,"1,58,036","9,19,706","4,83,175","4,36,531",3698.62,249
08,101,00473,SUB-DISTRICT,Bikaner,Rural,108,17,0,"39,661","2,56,830","1,35,199","1,21,631",3538.59,73
08,101,00473,SUB-DISTRICT,Bikaner,Urban,0,0,2,"1,18,375","6,62,876","3,47,976","3,14,900",160.03,"4,142"
08,101,00474,SUB-DISTRICT,Poogal,Total,56,2,0,"11,977","67,163","35,567","31,596",2412.00,28
08,101,00474,SUB-DISTRICT,Poogal,Rural,56,2,0,"11,977","67,163","35,567","31,596",2412.00,28
08,101,00474,SUB-DISTRICT,Poogal,Urban,0,0,0,0,0,0,0,0.00,0
08,101,00475,SUB-DISTRICT,Lunkaransar,Total,125,14,0,"33,850","2,13,627","1,11,409","1,02,218",5099.15,42
08,101,00475,SUB-DISTRICT,Lunkaransar,Rural,125,14,0,"33,850","2,13,627","1,11,409","1,02,218",5099.15,42
08,101,00475,SUB-DISTRICT,Lunkaransar,Urban,0,0,0,0,0,0,0,0.00,0
08,101,00476,SUB-DISTRICT,Kolayat,Total,209,23,1,"43,118","2,61,028","1,38,124","1,22,904",8072.00,32
08,101,00476,SUB-DISTRICT,Kolayat,Rural,209,23,0,"41,454","2,51,344","1,33,015","1,18,329",8067.00,31
08,101,00476,SUB-DISTRICT,Kolayat,Urban,0,0,1,"1,664","9,684","5,109","4,575",5.00,"1,937"
08,101,00477,SUB-DISTRICT,Nokha,Total,145,0,1,"65,622","4,36,876","2,29,110","2,07,766",3790.57,115
08,101,00477,SUB-DISTRICT,Nokha,Rural,145,0,0,"55,992","3,74,177","1,96,589","1,77,588",3779.41,99
08,101,00477,SUB-DISTRICT,Nokha,Urban,0,0,1,"9,630","62,699","32,521","30,178",11.16,"5,618"
08,101,00478,SUB-DISTRICT,Khajuwala,Total,54,3,1,"16,080","88,730","46,931","41,799",2036.45,44
08,101,00478,SUB-DISTRICT,Khajuwala,Rural,54,3,0,"13,825","76,899","40,662","36,237",2027.45,38
08,101,00478,SUB-DISTRICT,Khajuwala,Urban,0,0,1,"2,255","11,831","6,269","5,562",9.00,"1,315"
08,101,00479,SUB-DISTRICT,Chhatargarh,Total,64,1,0,"13,826","82,488","43,288","39,200",2146.00,38
08,101,00479,SUB-DISTRICT,Chhatargarh,Rural,64,1,0,"13,826","82,488","43,288","39,200",2146.00,38
08,101,00479,SUB-DISTRICT,Chhatargarh,Urban,0,0,0,0,0,0,0,0.00,0
08,101,00480,SUB-DISTRICT,Sridungargarh,Total,96,2,1,"42,435","2,94,319","1,53,197","1,41,122",2984.25,99
08,101,00480,SUB-DISTRICT,Sridungargarh,Rural,96,2,0,"34,386","2,41,025","1,25,705","1,15,320",2959.25,81
08,101,00480,SUB-DISTRICT,Sridungargarh,Urban,0,0,1,"8,049","53,294","27,492","25,802",25.00,"2,132"
08,102,00000,DISTRICT,Churu,Total,873,26,10,"3,48,984","20,39,547","10,51,446","9,88,101",13835.00,147
08,102,00000,DISTRICT,Churu,Rural,873,26,0,"2,55,868","14,63,312","7,55,028","7,08,284",13632.34,107
08,102,00000,DISTRICT,Churu,Urban,0,0,10,"93,116","5,76,235","2,96,418","2,79,817",202.66,"2,843"
08,102,00481,SUB-DISTRICT,Taranagar,Total,112,11,1,"37,262","2,11,831","1,10,098","1,01,733",1804.50,117
08,102,00481,SUB-DISTRICT,Taranagar,Rural,112,11,0,"31,910","1,79,191","93,251","85,940",1794.50,100
08,102,00481,SUB-DISTRICT,Taranagar,Urban,0,0,1,"5,352","32,640","16,847","15,793",10.00,"3,264"
08,102,00482,SUB-DISTRICT,Rajgarh,Total,215,2,1,"67,817","3,62,582","1,88,693","1,73,889",2209.16,164
08,102,00482,SUB-DISTRICT,Rajgarh,Rural,215,2,0,"57,915","3,03,389","1,57,983","1,45,406",2191.31,138
08,102,00482,SUB-DISTRICT,Rajgarh,Urban,0,0,1,"9,902","59,193","30,710","28,483",17.85,"3,316"
08,102,00483,SUB-DISTRICT,Sardarshahar,Total,173,11,1,"63,830","3,82,474","1,98,338","1,84,136",3832.10,100
08,102,00483,SUB-DISTRICT,Sardarshahar,Rural,173,11,0,"48,397","2,86,563","1,48,669","1,37,894",3796.10,75
08,102,00483,SUB-DISTRICT,Sardarshahar,Urban,0,0,1,"15,433","95,911","49,669","46,242",36.00,"2,664"
08,102,00484,SUB-DISTRICT,Churu,Total,109,0,2,"53,801","3,10,562","1,58,201","1,52,361",1607.11,193
08,102,00484,SUB-DISTRICT,Churu,Rural,109,0,0,"32,424","1,77,564","89,931","87,633",1556.46,114
08,102,00484,SUB-DISTRICT,Churu,Urban,0,0,2,"21,377","1,32,998","68,270","64,728",50.65,"2,626"
08,102,00485,SUB-DISTRICT,Ratangarh,Total,101,1,2,"49,107","2,92,059","1,49,320","1,42,739",1692.64,173
08,102,00485,SUB-DISTRICT,Ratangarh,Rural,101,1,0,"32,417","1,93,516","98,909","94,607",1646.48,118
08,102,00485,SUB-DISTRICT,Ratangarh,Urban,0,0,2,"16,690","98,543","50,411","48,132",46.16,"2,135"
08,102,00486,SUB-DISTRICT,Sujangarh,Total,163,1,3,"77,167","4,80,039","2,46,796","2,33,243",2689.50,178
08,102,00486,SUB-DISTRICT,Sujangarh,Rural,163,1,0,"52,805","3,23,089","1,66,285","1,56,804",2647.50,122
08,102,00486,SUB-DISTRICT,Sujangarh,Urban,0,0,3,"24,362","1,56,950","80,511","76,439",42.00,"3,737"
08,103,00000,DISTRICT,Jhunjhunun,Total,926,1,18,"3,84,197","21,37,045","10,95,896","10,41,149",5928.00,361
08,103,00000,DISTRICT,Jhunjhunun,Rural,926,1,0,"3,00,801","16,47,966","8,42,718","8,05,248",5658.74,291
08,103,00000,DISTRICT,Jhunjhunun,Urban,0,0,18,"83,396","4,89,079","2,53,178","2,35,901",269.26,"1,816"
08,103,00487,SUB-DISTRICT,Jhunjhunun,Total,271,1,7,"96,112","5,38,174","2,71,670","2,66,504",1618.91,332
08,103,00487,SUB-DISTRICT,Jhunjhunun,Rural,271,1,0,"61,159","3,28,886","1,64,506","1,64,380",1498.59,219
