"A-1 NUMBER OF VILLAGES, TOWNS, HOUSEHOLDS, POPULATION AND AREA",,,,,,,,,,,,,,
State  Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",Number of villages,,Number of towns,Number of households,Population,,,"Area
 (In sq. km)",Population per sq. km.
,,,,,,Inhabited,Uninhabited,,,Persons,Males,Females,,
06,082,00000,DISTRICT,Rohtak,Urban,0,0,5,"89,538","4,46,164","2,36,445","2,09,719",105.98,"4,210"
06,082,00404,SUB-DISTRICT,Maham,Total,31,0,1,"38,767","2,03,050","1,09,419","93,631",550.32,369
06,082,00404,SUB-DISTRICT,Maham,Rural,31,0,0,"34,811","1,82,566","98,571","83,995",546.97,334
06,082,00404,SUB-DISTRICT,Maham,Urban,0,0,1,"3,956","20,484","10,848","9,636",3.35,"6,115"
06,082,00405,SUB-DISTRICT,Rohtak,Total,83,7,3,"1,44,512","7,34,328","3,92,188","3,42,140",937.23,784
06,082,00405,SUB-DISTRICT,Rohtak,Rural,83,7,0,"62,889","3,29,211","1,77,499","1,51,712",852.43,386
06,082,00405,SUB-DISTRICT,Rohtak,Urban,0,0,3,"81,623","4,05,117","2,14,689","1,90,428",84.80,"4,777"
06,082,00406,SUB-DISTRICT,Sampla,Total,22,0,1,"23,709","1,23,826","66,872","56,954",257.45,481
06,082,00406,SUB-DISTRICT,Sampla,Rural,22,0,0,"19,750","1,03,263","55,964","47,299",239.62,431
06,082,00406,SUB-DISTRICT,Sampla,Urban,0,0,1,"3,959","20,563","10,908","9,655",17.83,"1,153"
06,083,00000,DISTRICT,Jhajjar,Total,247,13,5,"1,85,334","9,58,405","5,14,667","4,43,738",1834.00,523
06,083,00000,DISTRICT,Jhajjar,Rural,247,13,0,"1,36,503","7,15,066","3,84,219","3,30,847",1752.88,408
06,083,00000,DISTRICT,Jhajjar,Urban,0,0,5,"48,831","2,43,339","1,30,448","1,12,891",81.12,"3,000"
06,083,00407,SUB-DISTRICT,Beri,Total,38,4,1,"29,974","1,55,791","83,420","72,371",329.97,472
06,083,00407,SUB-DISTRICT,Beri,Rural,38,4,0,"26,892","1,39,857","74,858","64,999",327.38,427
06,083,00407,SUB-DISTRICT,Beri,Urban,0,0,1,"3,082","15,934","8,562","7,372",2.59,"6,152"
06,083,00408,SUB-DISTRICT,Bahadurgarh,Total,60,4,2,"79,101","4,03,746","2,18,433","1,85,313",516.90,781
06,083,00408,SUB-DISTRICT,Bahadurgarh,Rural,60,4,0,"42,756","2,26,074","1,22,895","1,03,179",478.67,472
06,083,00408,SUB-DISTRICT,Bahadurgarh,Urban,0,0,2,"36,345","1,77,672","95,538","82,134",38.23,"4,647"
06,083,00409,SUB-DISTRICT,Jhajjar,Total,97,4,2,"48,705","2,58,595","1,37,346","1,21,249",610.36,424
06,083,00409,SUB-DISTRICT,Jhajjar,Rural,97,4,0,"39,301","2,08,862","1,10,998","97,864",570.06,366
06,083,00409,SUB-DISTRICT,Jhajjar,Urban,0,0,2,"9,404","49,733","26,348","23,385",40.30,"1,234"
06,083,00410,SUB-DISTRICT,Matenhail,Total,52,1,0,"27,554","1,40,273","75,468","64,805",376.76,372
06,083,00410,SUB-DISTRICT,Matenhail,Rural,52,1,0,"27,554","1,40,273","75,468","64,805",376.76,372
06,083,00410,SUB-DISTRICT,Matenhail,Urban,0,0,0,0,0,0,0,0.00,0
06,084,00000,DISTRICT,Mahendragarh,Total,369,1,5,"1,71,712","9,22,088","4,86,665","4,35,423",1899.00,486
06,084,00000,DISTRICT,Mahendragarh,Rural,369,1,0,"1,47,122","7,89,233","4,16,358","3,72,875",1866.02,423
06,084,00000,DISTRICT,Mahendragarh,Urban,0,0,5,"24,590","1,32,855","70,307","62,548",32.98,"4,028"
06,084,00411,SUB-DISTRICT,Mahendragarh,Total,149,0,2,"77,111","4,04,381","2,12,891","1,91,490",976.66,414
06,084,00411,SUB-DISTRICT,Mahendragarh,Rural,149,0,0,"69,316","3,62,264","1,90,767","1,71,497",963.70,376
06,084,00411,SUB-DISTRICT,Mahendragarh,Urban,0,0,2,"7,795","42,117","22,124","19,993",12.96,"3,250"
06,084,00412,SUB-DISTRICT,Narnaul,Total,220,1,3,"94,601","5,17,707","2,73,774","2,43,933",922.34,561
06,084,00412,SUB-DISTRICT,Narnaul,Rural,220,1,0,"77,806","4,26,969","2,25,591","2,01,378",902.32,473
06,084,00412,SUB-DISTRICT,Narnaul,Urban,0,0,3,"16,795","90,738","48,183","42,555",20.02,"4,532"
06,085,00000,DISTRICT,Rewari,Total,389,14,9,"1,78,043","9,00,332","4,74,335","4,25,997",1594.00,565
06,085,00000,DISTRICT,Rewari,Rural,389,14,0,"1,30,299","6,66,902","3,49,710","3,17,192",1529.11,436
06,085,00000,DISTRICT,Rewari,Urban,0,0,9,"47,744","2,33,430","1,24,625","1,08,805",64.89,"3,597"
06,085,00413,SUB-DISTRICT,Kosli,Total,52,1,1,"25,537","1,27,410","66,200","61,210",337.69,377
06,085,00413,SUB-DISTRICT,Kosli,Rural,52,1,0,"23,527","1,17,440","60,949","56,491",331.89,354
06,085,00413,SUB-DISTRICT,Kosli,Urban,0,0,1,"2,010","9,970","5,251","4,719",5.80,"1,719"
06,085,00414,SUB-DISTRICT,Rewari,Total,258,11,7,"1,28,987","6,42,872","3,39,429","3,03,443",998.50,644
06,085,00414,SUB-DISTRICT,Rewari,Rural,258,11,0,"86,215","4,36,188","2,28,883","2,07,305",943.01,463
06,085,00414,SUB-DISTRICT,Rewari,Urban,0,0,7,"42,772","2,06,684","1,10,546","96,138",55.49,"3,725"
06,085,00415,SUB-DISTRICT,Bawal,Total,79,2,1,"23,519","1,30,050","68,706","61,344",257.80,504
06,085,00415,SUB-DISTRICT,Bawal,Rural,79,2,0,"20,557","1,13,274","59,878","53,396",254.20,446
06,085,00415,SUB-DISTRICT,Bawal,Urban,0,0,1,"2,962","16,776","8,828","7,948",3.60,"4,660"
06,086,00000,DISTRICT,Gurgaon,Total,229,13,9,"3,26,428","15,14,432","8,16,690","6,97,742",1258.00,"1,204"
06,086,00000,DISTRICT,Gurgaon,Rural,229,13,0,"88,678","4,72,179","2,51,462","2,20,717",976.65,483
06,086,00000,DISTRICT,Gurgaon,Urban,0,0,9,"2,37,750","10,42,253","5,65,228","4,77,025",281.35,"3,704"
06,086,00416,SUB-DISTRICT,Pataudi,Total,53,7,2,"22,576","1,20,012","62,805","57,207",177.45,676
06,086,00416,SUB-DISTRICT,Pataudi,Rural,53,7,0,"15,122","78,688","41,060","37,628",147.67,533
06,086,00416,SUB-DISTRICT,Pataudi,Urban,0,0,2,"7,454","41,324","21,745","19,579",29.78,"1,388"
06,086,00417,SUB-DISTRICT,Gurgaon,Total,32,1,3,"2,25,460","9,77,337","5,28,493","4,48,844",333.22,"2,933"
06,086,00417,SUB-DISTRICT,Gurgaon,Rural,32,1,0,"12,712","67,331","36,026","31,305",131.83,511
06,086,00417,SUB-DISTRICT,Gurgaon,Urban,0,0,3,"2,12,748","9,10,006","4,92,467","4,17,539",201.39,"4,519"
06,086,00418,SUB-DISTRICT,Farrukhnagar,Total,49,2,1,"25,207","1,34,848","70,889","63,959",274.69,491
06,086,00418,SUB-DISTRICT,Farrukhnagar,Rural,49,2,0,"22,682","1,21,335","63,814","57,521",271.41,447
06,086,00418,SUB-DISTRICT,Farrukhnagar,Urban,0,0,1,"2,525","13,513","7,075","6,438",3.28,"4,120"
06,086,00419,SUB-DISTRICT,Manesar,Total,34,0,1,"24,574","1,16,606","65,540","51,066",160.80,725
06,086,00419,SUB-DISTRICT,Manesar,Rural,34,0,0,"19,500","93,158","51,159","41,999",146.10,638
06,086,00419,SUB-DISTRICT,Manesar,Urban,0,0,1,"5,074","23,448","14,381","9,067",14.70,"1,595"
06,086,00420,SUB-DISTRICT,Sohna,Total,61,3,2,"28,611","1,65,629","88,963","76,666",311.86,531
06,086,00420,SUB-DISTRICT,Sohna,Rural,61,3,0,"18,662","1,11,667","59,403","52,264",279.66,399
06,086,00420,SUB-DISTRICT,Sohna,Urban,0,0,2,"9,949","53,962","29,560","24,402",32.20,"1,676"
06,087,00000,DISTRICT,Mewat ,Total,412,27,8,"1,60,280","10,89,263","5,71,162","5,18,101",1507.00,723
06,087,00000,DISTRICT,Mewat ,Rural,412,27,0,"1,39,975","9,65,157","5,06,086","4,59,071",1441.71,669
06,087,00000,DISTRICT,Mewat ,Urban,0,0,8,"20,305","1,24,106","65,076","59,030",65.29,"1,901"
06,087,00421,SUB-DISTRICT,Taoru,Total,79,2,2,"25,442","1,66,778","87,765","79,013",223.77,745
06,087,00421,SUB-DISTRICT,Taoru,Rural,79,2,0,"20,117","1,38,172","72,575","65,597",215.75,640
06,087,00421,SUB-DISTRICT,Taoru,Urban,0,0,2,"5,325","28,606","15,190","13,416",8.02,"3,567"
06,087,00422,SUB-DISTRICT,Nuh,Total,103,15,2,"42,213","2,87,101","1,51,232","1,35,869",465.41,617
06,087,00422,SUB-DISTRICT,Nuh,Rural,103,15,0,"38,714","2,65,114","1,39,678","1,25,436",455.02,583
06,087,00422,SUB-DISTRICT,Nuh,Urban,0,0,2,"3,499","21,987","11,554","10,433",10.39,"2,116"
06,087,00423,SUB-DISTRICT,Ferozepur Jhirka,Total,143,2,2,"50,407","3,43,406","1,79,510","1,63,896",526.52,652
06,087,00423,SUB-DISTRICT,Ferozepur Jhirka,Rural,143,2,0,"44,613","3,07,239","1,60,615","1,46,624",507.76,605
06,087,00423,SUB-DISTRICT,Ferozepur Jhirka,Urban,0,0,2,"5,794","36,167","18,895","17,272",18.76,"1,928"
06,087,00424,SUB-DISTRICT,Punahana,Total,87,8,2,"42,218","2,91,978","1,52,655","1,39,323",291.30,"1,002"
06,087,00424,SUB-DISTRICT,Punahana,Rural,87,8,0,"36,531","2,54,632","1,33,218","1,21,414",263.18,968
06,087,00424,SUB-DISTRICT,Punahana,Urban,0,0,2,"5,687","37,346","19,437","17,909",28.12,"1,328"
06,088,00000,DISTRICT,Faridabad,Total,144,5,3,"3,58,919","18,09,733","9,66,110","8,43,623",741.00,"2,442"
06,088,00000,DISTRICT,Faridabad,Rural,144,5,0,"63,366","3,70,878","1,98,103","1,72,775",522.58,710
06,088,00000,DISTRICT,Faridabad,Urban,0,0,3,"2,95,553","14,38,855","7,68,007","6,70,848",218.42,"6,588"
06,088,00425,SUB-DISTRICT,Faridabad,Total,62,3,2,"3,21,456","15,94,839","8,51,917","7,42,922",351.00,"4,544"
06,088,00425,SUB-DISTRICT,Faridabad,Rural,62,3,0,"26,689","1,60,275","86,260","74,015",137.08,"1,169"
06,088,00425,SUB-DISTRICT,Faridabad,Urban,0,0,2,"2,94,767","14,34,564","7,65,657","6,68,907",213.92,"6,706"
06,088,00426,SUB-DISTRICT,Ballabgarh,Total,82,2,1,"37,463","2,14,894","1,14,193","1,00,701",390.00,551
06,088,00426,SUB-DISTRICT,Ballabgarh,Rural,82,2,0,"36,677","2,10,603","1,11,843","98,760",385.50,546
06,088,00426,SUB-DISTRICT,Ballabgarh,Urban,0,0,1,786,"4,291","2,350","1,941",4.50,954
06,089,00000,DISTRICT,Palwal ,Total,268,12,6,"1,71,157","10,42,708","5,54,497","4,88,211",1359.00,767
06,089,00000,DISTRICT,Palwal ,Rural,268,12,0,"1,29,696","8,06,164","4,28,907","3,77,257",1311.90,615
06,089,00000,DISTRICT,Palwal ,Urban,0,0,6,"41,461","2,36,544","1,25,590","1,10,954",47.10,"5,022"
06,089,00427,SUB-DISTRICT,Palwal,Total,143,3,3,"86,487","5,06,253","2,69,768","2,36,485",618.60,818
06,089,00427,SUB-DISTRICT,Palwal,Rural,143,3,0,"57,832","3,45,842","1,84,610","1,61,232",581.88,594
06,089,00427,SUB-DISTRICT,Palwal,Urban,0,0,3,"28,655","1,60,411","85,158","75,253",36.72,"4,368"
06,089,00428,SUB-DISTRICT,Hathin,Total,79,7,1,"40,525","2,69,015","1,42,211","1,26,804",364.71,738
06,089,00428,SUB-DISTRICT,Hathin,Rural,79,7,0,"38,148","2,54,594","1,34,538","1,20,056",362.72,702
06,089,00428,SUB-DISTRICT,Hathin,Urban,0,0,1,"2,377","14,421","7,673","6,748",1.99,"7,247"
06,089,00429,SUB-DISTRICT,Hodal,Total,46,2,2,"44,145","2,67,440","1,42,518","1,24,922",375.68,712
06,089,00429,SUB-DISTRICT,Hodal,Rural,46,2,0,"33,716","2,05,728","1,09,759","95,969",367.29,560
06,089,00429,SUB-DISTRICT,Hodal,Urban,0,0,2,"10,429","61,712","32,759","28,953",8.39,"7,355"
07,000,00000,STATE,NCT OF DELHI,Total,103,9,113,"34,35,999","1,67,87,941","89,87,326","78,00,615",1483.00,"11,320"
07,000,00000,STATE,NCT OF DELHI,Rural,103,9,0,"79,574","4,19,042","2,26,321","1,92,721",326.44,"1,284"
07,000,00000,STATE,NCT OF DELHI,Urban,0,0,113,"33,56,425","1,63,68,899","87,61,005","76,07,894",1156.56,"14,153"
07,090,00000,DISTRICT,North West,Total,48,4,34,"7,36,253","36,56,539","19,60,922","16,95,617",443.00,"8,254"
07,090,00000,DISTRICT,North West,Rural,48,4,0,"40,500","2,13,950","1,15,680","98,270",170.75,"1,253"
07,090,00000,DISTRICT,North West,Urban,0,0,34,"6,95,753","34,42,589","18,45,242","15,97,347",272.25,"12,645"
07,090,00430,SUB-DISTRICT,Narela,Total,36,3,19,"1,60,132","8,09,913","4,39,576","3,70,337",263.74,"3,071"
07,090,00430,SUB-DISTRICT,Narela,Rural,36,3,0,"32,136","1,68,739","91,524","77,215",125.54,"1,344"
07,090,00430,SUB-DISTRICT,Narela,Urban,0,0,19,"1,27,996","6,41,174","3,48,052","2,93,122",138.20,"4,639"
07,090,00431,SUB-DISTRICT,Saraswati Vihar,Total,12,0,14,"4,55,011","22,50,816","12,02,149","10,48,667",153.94,"14,621"
07,090,00431,SUB-DISTRICT,Saraswati Vihar,Rural,12,0,0,"8,364","45,211","24,156","21,055",44.89,"1,007"
07,090,00431,SUB-DISTRICT,Saraswati Vihar,Urban,0,0,14,"4,46,647","22,05,605","11,77,993","10,27,612",109.05,"20,226"
07,090,00432,SUB-DISTRICT,Model Town,Total,0,1,1,"1,21,110","5,95,810","3,19,197","2,76,613",25.32,"23,531"
07,090,00432,SUB-DISTRICT,Model Town,Rural,0,1,0,0,0,0,0,0.71,0
07,090,00432,SUB-DISTRICT,Model Town,Urban,0,0,1,"1,21,110","5,95,810","3,19,197","2,76,613",24.61,"24,210"
07,091,00000,DISTRICT,North,Total,2,2,4,"1,80,044","8,87,978","4,75,002","4,12,976",61.00,"14,557"
07,091,00000,DISTRICT,North,Rural,2,2,0,"3,312","17,746","9,546","8,200",9.62,"1,845"
07,091,00000,DISTRICT,North,Urban,0,0,4,"1,76,732","8,70,232","4,65,456","4,04,776",51.38,"16,937"
07,091,00433,SUB-DISTRICT,Civil Lines,Total,2,2,4,"1,39,116","6,88,616","3,67,522","3,21,094",53.13,"12,962"
07,091,00433,SUB-DISTRICT,Civil Lines,Rural,2,2,0,"3,312","17,746","9,546","8,200",9.62,"1,845"
07,091,00433,SUB-DISTRICT,Civil Lines,Urban,0,0,4,"1,35,804","6,70,870","3,57,976","3,12,894",43.51,"15,420"
07,091,00434,SUB-DISTRICT,Sadar Bazar,Total,0,0,0,"25,576","1,30,188","69,837","60,351",3.39,"38,375"
07,091,00434,SUB-DISTRICT,Sadar Bazar,Rural,0,0,0,0,0,0,0,0.00,0
07,091,00434,SUB-DISTRICT,Sadar Bazar,Urban,0,0,0,"25,576","1,30,188","69,837","60,351",3.39,"38,375"
07,091,00435,SUB-DISTRICT,Kotwali,Total,0,0,0,"15,352","69,174","37,643","31,531",4.48,"15,435"
07,091,00435,SUB-DISTRICT,Kotwali,Rural,0,0,0,0,0,0,0,0.00,0
07,091,00435,SUB-DISTRICT,Kotwali,Urban,0,0,0,"15,352","69,174","37,643","31,531",4.48,"15,435"
07,092,00000,DISTRICT,North East,Total,8,1,15,"4,06,125","22,41,624","11,88,425","10,53,199",62.00,"36,155"
07,092,00000,DISTRICT,North East,Rural,8,1,0,"3,938","21,527","11,718","9,809",14.63,"1,471"
07,092,00000,DISTRICT,North East,Urban,0,0,15,"4,02,187","22,20,097","11,76,707","10,43,390",47.37,"46,867"
07,092,00436,SUB-DISTRICT,Seelam Pur,Total,8,1,12,"2,45,151","13,78,779","7,32,925","6,45,854",48.39,"28,491"
07,092,00436,SUB-DISTRICT,Seelam Pur,Rural,8,1,0,"3,938","21,527","11,718","9,809",14.63,"1,471"
07,092,00436,SUB-DISTRICT,Seelam Pur,Urban,0,0,12,"2,41,213","13,57,252","7,21,207","6,36,045",33.76,"40,198"
07,092,00437,SUB-DISTRICT,Shahdara,Total,0,0,2,"58,246","3,22,931","1,69,409","1,53,522",5.41,"59,703"
07,092,00437,SUB-DISTRICT,Shahdara,Rural,0,0,0,0,0,0,0,0.00,0
07,092,00437,SUB-DISTRICT,Shahdara,Urban,0,0,2,"58,246","3,22,931","1,69,409","1,53,522",5.41,"59,703"
07,092,00438,SUB-DISTRICT,Seema Puri,Total,0,0,1,"1,02,728","5,39,914","2,86,091","2,53,823",8.20,"65,865"
07,092,00438,SUB-DISTRICT,Seema Puri,Rural,0,0,0,0,0,0,0,0.00,0
07,092,00438,SUB-DISTRICT,Seema Puri,Urban,0,0,1,"1,02,728","5,39,914","2,86,091","2,53,823",8.20,"65,865"
07,093,00000,DISTRICT,East,Total,1,0,7,"3,58,937","17,09,346","9,07,500","8,01,846",63.00,"27,132"
07,093,00000,DISTRICT,East,Rural,1,0,0,875,"3,530","1,861","1,669",0.27,"13,074"
07,093,00000,DISTRICT,East,Urban,0,0,7,"3,58,062","17,05,816","9,05,639","8,00,177",62.73,"27,193"
07,093,00439,SUB-DISTRICT,Gandhi Nagar,Total,0,0,1,"80,389","3,95,342","2,08,645","1,86,697",4.43,"89,185"
07,093,00439,SUB-DISTRICT,Gandhi Nagar,Rural,0,0,0,0,0,0,0,0.00,0
07,093,00439,SUB-DISTRICT,Gandhi Nagar,Urban,0,0,1,"80,389","3,95,342","2,08,645","1,86,697",4.43,"89,185"
07,093,00440,SUB-DISTRICT,Vivek Vihar,Total,0,0,0,"50,134","2,47,906","1,30,769","1,17,137",21.88,"11,329"
07,093,00440,SUB-DISTRICT,Vivek Vihar,Rural,0,0,0,0,0,0,0,0.00,0
07,093,00440,SUB-DISTRICT,Vivek Vihar,Urban,0,0,0,"50,134","2,47,906","1,30,769","1,17,137",21.88,"11,329"
07,093,00441,SUB-DISTRICT,Preet Vihar,Total,1,0,6,"2,28,414","10,66,098","5,68,086","4,98,012",36.69,"29,061"
07,093,00441,SUB-DISTRICT,Preet Vihar,Rural,1,0,0,875,"3,530","1,861","1,669",0.27,"13,074"
07,093,00441,SUB-DISTRICT,Preet Vihar,Urban,0,0,6,"2,27,539","10,62,568","5,66,225","4,96,343",36.42,"29,179"
07,094,00000,DISTRICT,New Delhi,Total,0,0,0,"33,208","1,42,004","77,942","64,062",35.00,"4,057"
07,094,00000,DISTRICT,New Delhi,Rural,0,0,0,0,0,0,0,0.00,0
07,094,00000,DISTRICT,New Delhi,Urban,0,0,0,"33,208","1,42,004","77,942","64,062",35.00,"4,057"
07,094,00442,SUB-DISTRICT,Connaught Place,Total,0,0,0,"6,814","28,228","15,208","13,020",7.64,"3,694"
07,094,00442,SUB-DISTRICT,Connaught Place,Rural,0,0,0,0,0,0,0,0.00,0
07,094,00442,SUB-DISTRICT,Connaught Place,Urban,0,0,0,"6,814","28,228","15,208","13,020",7.64,"3,694"
07,094,00443,SUB-DISTRICT,Chanakya Puri,Total,0,0,0,"15,074","61,382","34,005","27,377",19.65,"3,124"
07,094,00443,SUB-DISTRICT,Chanakya Puri,Rural,0,0,0,0,0,0,0,0.00,0
07,094,00443,SUB-DISTRICT,Chanakya Puri,Urban,0,0,0,"15,074","61,382","34,005","27,377",19.65,"3,124"
07,094,00444,SUB-DISTRICT,Parliament Street,Total,0,0,0,"11,320","52,394","28,729","23,665",7.71,"6,795"
07,094,00444,SUB-DISTRICT,Parliament Street,Rural,0,0,0,0,0,0,0,0.00,0
07,094,00444,SUB-DISTRICT,Parliament Street,Urban,0,0,0,"11,320","52,394","28,729","23,665",7.71,"6,795"
07,095,00000,DISTRICT,Central,Total,0,0,0,"1,19,639","5,82,320","3,07,821","2,74,499",21.00,"27,730"
07,095,00000,DISTRICT,Central,Rural,0,0,0,0,0,0,0,0.00,0
07,095,00000,DISTRICT,Central,Urban,0,0,0,"1,19,639","5,82,320","3,07,821","2,74,499",21.00,"27,730"
07,095,00445,SUB-DISTRICT,Darya Ganj,Total,0,0,0,"53,125","2,71,108","1,43,293","1,27,815",11.36,"23,865"
07,095,00445,SUB-DISTRICT,Darya Ganj,Rural,0,0,0,0,0,0,0,0.00,0
07,095,00445,SUB-DISTRICT,Darya Ganj,Urban,0,0,0,"53,125","2,71,108","1,43,293","1,27,815",11.36,"23,865"
07,095,00446,SUB-DISTRICT,Pahar Ganj,Total,0,0,0,"36,018","1,74,613","92,984","81,629",4.56,"38,253"
07,095,00446,SUB-DISTRICT,Pahar Ganj,Rural,0,0,0,0,0,0,0,0.00,0
07,095,00446,SUB-DISTRICT,Pahar Ganj,Urban,0,0,0,"36,018","1,74,613","92,984","81,629",4.56,"38,253"
07,095,00447,SUB-DISTRICT,Karol Bagh,Total,0,0,0,"30,496","1,36,599","71,544","65,055",5.08,"26,914"
07,095,00447,SUB-DISTRICT,Karol Bagh,Rural,0,0,0,0,0,0,0,0.00,0
07,095,00447,SUB-DISTRICT,Karol Bagh,Urban,0,0,0,"30,496","1,36,599","71,544","65,055",5.08,"26,914"
07,096,00000,DISTRICT,West,Total,2,0,11,"5,33,221","25,43,243","13,56,240","11,87,003",130.00,"19,563"
07,096,00000,DISTRICT,West,Rural,2,0,0,"1,170","6,420","3,355","3,065",6.86,936
07,096,00000,DISTRICT,West,Urban,0,0,11,"5,32,051","25,36,823","13,52,885","11,83,938",123.14,"20,601"
07,096,00448,SUB-DISTRICT,Patel Nagar,Total,0,0,2,"2,67,062","12,62,158","6,70,390","5,91,768",46.93,"26,893"
07,096,00448,SUB-DISTRICT,Patel Nagar,Rural,0,0,0,0,0,0,0,0.00,0
07,096,00448,SUB-DISTRICT,Patel Nagar,Urban,0,0,2,"2,67,062","12,62,158","6,70,390","5,91,768",46.93,"26,893"
07,096,00449,SUB-DISTRICT,Rajouri Garden,Total,0,0,0,"1,04,152","4,81,632","2,59,232","2,22,400",10.43,"46,165"
07,096,00449,SUB-DISTRICT,Rajouri Garden,Rural,0,0,0,0,0,0,0,0.00,0
07,096,00449,SUB-DISTRICT,Rajouri Garden,Urban,0,0,0,"1,04,152","4,81,632","2,59,232","2,22,400",10.43,"46,165"
07,096,00450,SUB-DISTRICT,Punjabi Bagh,Total,2,0,9,"1,62,007","7,99,453","4,26,618","3,72,835",72.63,"11,006"
07,096,00450,SUB-DISTRICT,Punjabi Bagh,Rural,2,0,0,"1,170","6,420","3,355","3,065",6.86,936
07,096,00450,SUB-DISTRICT,Punjabi Bagh,Urban,0,0,9,"1,60,837","7,93,033","4,23,263","3,69,770",65.77,"12,057"
07,097,00000,DISTRICT,South West,Total,39,2,19,"4,94,439","22,92,958","12,46,046","10,46,912",421.00,"5,446"
07,097,00000,DISTRICT,South West,Rural,39,2,0,"27,322","1,43,676","77,342","66,334",153.66,935
07,097,00000,DISTRICT,South West,Urban,0,0,19,"4,67,117","21,49,282","11,68,704","9,80,578",267.34,"8,040"
07,097,00451,SUB-DISTRICT,Najafgarh,Total,39,2,10,"2,78,874","13,65,152","7,29,396","6,35,756",261.88,"5,213"
07,097,00451,SUB-DISTRICT,Najafgarh,Rural,39,2,0,"27,322","1,43,676","77,342","66,334",153.66,935
07,097,00451,SUB-DISTRICT,Najafgarh,Urban,0,0,10,"2,51,552","12,21,476","6,52,054","5,69,422",108.22,"11,287"
07,097,00452,SUB-DISTRICT,Delhi Cantonment,Total,0,0,2,"63,974","2,86,140","1,60,494","1,25,646",67.57,"4,235"
07,097,00452,SUB-DISTRICT,Delhi Cantonment,Rural,0,0,0,0,0,0,0,0.00,0
07,097,00452,SUB-DISTRICT,Delhi Cantonment,Urban,0,0,2,"63,974","2,86,140","1,60,494","1,25,646",67.57,"4,235"
07,097,00453,SUB-DISTRICT,Vasant Vihar,Total,0,0,7,"1,51,591","6,41,666","3,56,156","2,85,510",91.55,"7,009"
07,097,00453,SUB-DISTRICT,Vasant Vihar,Rural,0,0,0,0,0,0,0,0.00,0
07,097,00453,SUB-DISTRICT,Vasant Vihar,Urban,0,0,7,"1,51,591","6,41,666","3,56,156","2,85,510",91.55,"7,009"
07,098,00000,DISTRICT,South,Total,3,0,23,"5,74,133","27,31,929","14,67,428","12,64,501",247.00,"11,060"
07,098,00000,DISTRICT,South,Rural,3,0,0,"2,457","12,193","6,819","5,374",13.15,927
07,098,00000,DISTRICT,South,Urban,0,0,23,"5,71,676","27,19,736","14,60,609","12,59,127",233.85,"11,630"
07,098,00454,SUB-DISTRICT,Hauz Khas,Total,3,0,15,"2,54,502","12,31,293","6,58,380","5,72,913",150.15,"8,201"
07,098,00454,SUB-DISTRICT,Hauz Khas,Rural,3,0,0,"2,457","12,193","6,819","5,374",13.15,927
07,098,00454,SUB-DISTRICT,Hauz Khas,Urban,0,0,15,"2,52,045","12,19,100","6,51,561","5,67,539",137.00,"8,899"
07,098,00455,SUB-DISTRICT,Defence Colony,Total,0,0,1,"1,37,677","6,37,775","3,39,725","2,98,050",36.77,"17,343"
07,098,00455,SUB-DISTRICT,Defence Colony,Rural,0,0,0,0,0,0,0,0.00,0
07,098,00455,SUB-DISTRICT,Defence Colony,Urban,0,0,1,"1,37,677","6,37,775","3,39,725","2,98,050",36.77,"17,343"
07,098,00456,SUB-DISTRICT,Kalkaji,Total,0,0,7,"1,81,954","8,62,861","4,69,323","3,93,538",60.08,"14,362"
07,098,00456,SUB-DISTRICT,Kalkaji,Rural,0,0,0,0,0,0,0,0.00,0
07,098,00456,SUB-DISTRICT,Kalkaji,Urban,0,0,7,"1,81,954","8,62,861","4,69,323","3,93,538",60.08,"14,362"
08,000,00000,STATE,RAJASTHAN,Total,"43,264","1,408",297,"1,27,11,146","6,85,48,437","3,55,50,997","3,29,97,440",342239.00,200
08,000,00000,STATE,RAJASTHAN,Rural,"43,264","1,408",0,"94,94,903","5,15,00,352","2,66,41,747","2,48,58,605",335606.04,153
08,000,00000,STATE,RAJASTHAN,Urban,0,0,297,"32,16,243","1,70,48,085","89,09,250","81,38,835",6632.96,"2,570"
08,099,00000,DISTRICT,Ganganagar ,Total,"2,855",163,16,"3,87,511","19,69,168","10,43,340","9,25,828",10978.00,179
08,099,00000,DISTRICT,Ganganagar ,Rural,"2,855",163,0,"2,78,926","14,33,736","7,58,269","6,75,467",10879.88,132
08,099,00000,DISTRICT,Ganganagar ,Urban,0,0,16,"1,08,585","5,35,432","2,85,071","2,50,361",98.12,"5,457"
08,099,00457,SUB-DISTRICT,Karanpur,Total,205,34,2,"29,957","1,46,878","77,193","69,685",826.34,178
08,099,00457,SUB-DISTRICT,Karanpur,Rural,205,34,0,"22,866","1,11,571","58,524","53,047",817.13,137
08,099,00457,SUB-DISTRICT,Karanpur,Urban,0,0,2,"7,091","35,307","18,669","16,638",9.21,"3,834"
08,099,00458,SUB-DISTRICT,Ganganagar,Total,299,13,2,"97,958","4,81,640","2,56,817","2,24,823",990.64,486
08,099,00458,SUB-DISTRICT,Ganganagar,Rural,299,13,0,"46,270","2,31,726","1,22,422","1,09,304",953.97,243
08,099,00458,SUB-DISTRICT,Ganganagar,Urban,0,0,2,"51,688","2,49,914","1,34,395","1,15,519",36.67,"6,815"
